1.940860 1.598982 1.123412 1
1.295692 1.529996 1.677083 1
1.097041 1.792545 0.621622 1
1.925406 2.095952 0.922698 1
2.043996 1.448424 0.974842 1
1.568379 1.745268 1.965575 1
1.548307 1.376989 1.550431 1
1.725669 1.322044 2.375553 1
1.080893 1.970282 0.867622 1
1.966820 1.520970 0.640842 1
2.468672 1.602761 0.279423 1
2.933542 2.084990 1.249744 1
0.253101 2.294626 0.483910 1
0.597006 0.543950 1.819163 1
1.030890 2.404766 1.558466 1
2.336159 1.698463 0.791723 1
1.347069 0.987845 1.163575 1
1.243488 -0.153617 1.093669 1
0.542268 1.964139 1.439027 1
1.517074 1.499176 1.149656 1
1.511120 1.255864 1.024470 1
2.384092 1.465991 1.073040 1
1.364309 1.873802 0.660031 1
0.938910 1.754593 1.069340 1
1.843611 0.637988 1.428506 1
1.827556 2.067032 1.306545 1
0.072680 2.198349 0.874741 1
1.597594 0.803722 0.507142 1
1.003611 2.358479 0.769948 1
0.716463 2.073599 0.083473 1
1.250853 1.536452 1.474528 1
1.070062 1.275662 1.671889 1
1.414185 1.553472 0.174645 1
1.662403 0.647186 1.067504 1
1.040565 1.558217 0.349861 1
3.026880 1.878716 0.521088 1
1.028533 1.786771 0.987745 1
1.539510 2.582992 1.491365 1
2.229687 2.880574 1.165058 1
1.269781 0.702631 1.115948 1
1.205613 1.395064 0.549936 1
0.908014 1.450075 0.916612 1
2.124076 1.584657 1.529341 1
1.781788 2.301951 1.389478 1
1.460339 1.105001 1.213888 1
1.323340 1.469179 0.377957 1
0.987147 1.464921 1.474399 1
1.565831 0.908337 0.438376 1
0.867854 2.088151 0.408983 1
0.905806 1.067493 1.239105 1
2.289909 1.726319 0.939435 1
0.561872 1.679483 1.143778 1
1.328320 1.141624 0.539630 1
1.255144 1.031376 0.635089 1
1.142571 1.623408 0.667922 1
1.054215 1.835376 1.537808 1
1.321964 1.933249 0.189270 1
1.183649 0.317685 1.161994 1
1.935087 1.959535 1.250916 1
0.919754 1.083602 1.116469 1
1.473130 2.186801 1.324052 1
1.851841 1.654834 0.489424 1
1.834318 0.675685 1.003125 1
1.075719 2.174324 1.020116 1
1.749147 1.225216 0.347071 1
1.008494 1.135265 1.195873 1
0.693027 1.030730 0.583544 1
0.853290 0.554777 0.938476 1
1.744817 2.120220 1.933091 1
2.190363 1.234793 0.967773 1
1.484132 1.323865 1.287367 1
0.910096 1.315654 1.071768 1
1.066000 1.371889 1.133902 1
1.223144 1.415967 1.521926 1
2.295305 0.539747 1.026365 1
1.377844 1.562736 0.764137 1
1.466602 2.053177 0.893524 1
0.207749 2.105773 0.945441 1
0.911039 1.633849 1.865028 1
0.760408 0.646935 1.236178 1
1.743026 1.386390 0.992634 1
1.901995 1.907211 1.586037 1
1.404591 1.355567 1.369390 1
1.128240 1.273331 0.977680 1
2.197699 0.898396 0.816283 1
0.588497 1.165983 1.012798 1
2.014597 1.793510 0.601013 1
1.412387 1.794749 1.946784 1
1.984753 1.461494 1.582863 1
1.947113 1.762619 1.795080 1
1.260757 1.218916 1.093092 1
0.794210 1.522135 2.148033 1
1.602989 1.402386 0.327022 1
1.772296 1.939754 0.740318 1
1.489824 2.511193 2.022433 1
1.723727 1.693687 0.303950 1
1.080842 1.451166 0.520476 1
1.154903 1.290782 1.026003 1
1.851828 1.869671 0.284138 1
1.601968 1.465363 0.580607 1
0.809693 1.628956 1.099207 1
2.197083 1.751931 1.376988 1
1.166772 1.471965 0.561238 1
1.584467 1.120986 0.593093 1
1.713497 1.715484 0.737501 1
1.858814 1.940999 1.152176 1
1.707728 2.293446 2.036673 1
0.830552 1.332348 -0.073194 1
2.122670 2.039113 1.132816 1
1.610728 0.695307 1.388286 1
1.237429 0.940815 1.397514 1
1.760444 0.384316 1.949404 1
1.629748 1.226792 1.179853 1
2.025377 0.953277 0.543427 1
2.284394 0.270972 1.560190 1
2.250567 1.061101 1.067800 1
1.618786 2.657760 0.782002 1
1.530843 1.871257 0.462788 1
1.947751 1.723540 0.808967 1
1.680049 1.562988 0.652974 1
1.395552 1.902890 0.354601 1
0.752112 1.388340 1.245926 1
1.165884 1.049677 0.552034 1
1.447682 0.863091 0.415349 1
1.678076 1.123959 0.578712 1
1.844210 1.462943 1.242892 1
2.142263 0.767248 0.148524 1
1.248262 1.323730 1.020098 1
1.136730 1.735396 0.802662 1
1.935957 1.963301 1.389296 1
1.335196 1.125362 1.442798 1
0.986295 1.518555 1.248057 1
1.155209 1.111792 1.307415 1
0.524252 0.481295 0.130761 1
1.496193 0.789306 1.037537 1
1.615875 1.497249 1.730172 1
2.142373 1.431872 0.664997 1
1.901202 1.324684 1.005498 1
2.320346 2.871889 0.577484 1
1.157603 1.053208 2.094512 1
0.882258 1.500838 0.814891 1
1.238733 1.051889 0.670306 1
2.112412 1.694248 0.759405 1
1.083077 1.520613 1.268080 1
1.656823 1.921157 1.227080 1
1.580625 1.690419 0.398196 1
0.879369 2.478194 0.800119 1
1.603756 1.378350 0.132421 1
1.610260 1.099516 0.538919 1
1.337748 1.527716 1.723034 1
0.890517 1.650234 0.974712 1
0.631550 2.284848 1.138017 1
2.641327 0.621826 0.444282 1
1.869699 1.506028 0.826121 1
1.554867 1.171703 0.091747 1
2.477024 1.060956 0.957640 1
0.745749 1.125120 1.251878 1
1.767905 1.592597 1.376431 1
1.676692 1.119674 1.426581 1
1.552695 1.005867 1.806535 1
1.380111 1.574180 1.419988 1
1.180246 0.615499 0.939991 1
1.129046 1.254506 0.475557 1
1.403976 1.095625 0.253265 1
1.797587 1.261829 1.678659 1
1.879092 1.776153 1.837754 1
1.912303 1.377565 1.052224 1
0.986872 1.807958 1.522391 1
